35
-1	2544	2640	16	912	
-1	2448	2784	32	80	
-1	2016	2784	48	16	
-1	2304	2992	32	192	
-1	2304	2880	16	112	
-1	2304	3184	16	64	
-1	2304	3392	16	64	
-1	2304	3248	32	64	
-1	2304	3312	80	80	
-1	2304	3456	32	240	
-1	2816	3664	768	32	
-1	2304	3696	64	32	
-1	2304	3728	128	32	
-1	2304	3760	192	32	
-1	2304	3792	512	48	
-1	3584	3792	256	48	
-1	384	2704	96	32	
-1	1632	2704	32	32	
-1	1760	2704	32	32	
-1	320	2736	160	32	
-1	1600	2736	96	32	
-1	1728	2736	64	32	
-1	224	2768	256	32	
-1	1504	2768	288	32	
-1	2016	2768	208	16	
-1	192	2800	288	32	
-1	1472	2800	320	32	
-1	1984	2800	80	32	
-1	0	2832	480	48	
-1	1184	2832	880	48	
-1	2400	3552	160	48	
-1	2720	3760	896	32	
-1	2256	2768	32	16	
-1	2336	2768	160	16	
-1	2304	2864	176	16	
