213
-4	0	1216	1280	944	
-4	2048	1216	1296	704	
-4	1536	1440	256	720	
-4	0	2160	768	960	
-4	1536	2160	1808	240	
-4	1024	2400	2320	944	
-3	1376	1568	32	32	
-3	1312	1808	16	16	
-3	1824	2048	32	32	
-3	1856	2048	32	32	
-3	1376	2080	32	32	
-3	1856	2080	32	32	
-3	1888	2080	32	32	
-3	3120	2080	32	32	
-3	3152	2080	32	32	
-3	1152	2256	32	32	
-3	128	3184	32	32	
-3	384	3184	32	32	
-3	640	3216	32	32	
-3	160	3248	32	32	
-3	416	3248	32	32	
-3	128	3280	32	32	
-3	160	3280	32	32	
-3	384	3280	32	32	
-3	416	3280	32	32	
-3	1328	1808	16	16	
-3	1328	1824	16	16	
-3	1312	1824	16	16	
-2	1984	1392	16	96	
-2	1328	1408	16	96	
-2	1888	1488	16	32	
-2	1344	1536	16	64	
-102	1312	1648	16	160	
-2	1888	1648	16	64	
-202	1488	1888	16	96	
-102	1824	1888	16	96	
-2	1344	2032	16	80	
-202	1488	2112	16	112	
-2	1360	2224	16	96	
-102	816	2368	16	112	
-2	832	2528	16	80	
-202	976	2608	16	80	
-2	800	2720	16	96	
-202	912	2752	16	96	
-202	976	2848	16	80	
-102	800	3008	16	80	
-202	976	3088	16	96	
-2	848	3184	16	96	
-2	80	3216	16	96	
-102	160	3216	16	32	
-2	336	3216	16	96	
-102	416	3216	16	32	
-1	1280	1264	32	144	
-1	1344	1424	192	48	
-1	1792	1424	192	16	
-1	1792	1440	96	16	
-1	1280	1472	32	64	
-1	1504	1472	32	64	
-1	1280	1536	64	16	
-1	1504	1680	32	96	
-1	1792	1744	128	32	
-1	1792	1776	64	32	
-1	1792	1808	32	272	
-1	1280	1840	96	48	
-1	1280	1920	32	64	
-1	3088	1952	16	32	
-1	1280	1984	64	16	
-1	1280	2048	32	64	
-1	1504	2048	32	176	
-1	1792	2080	64	32	
-1	1280	2112	208	48	
-1	1792	2112	512	32	
-1	3088	2112	256	32	
-1	1472	2160	16	32	
-1	1344	2224	16	96	
-1	1472	2256	64	64	
-1	1216	2352	320	32	
-1	832	2384	192	16	
-1	864	2400	160	16	
-1	880	2416	144	16	
-1	928	2432	96	16	
-1	944	2448	80	16	
-1	960	2464	64	64	
-1	992	2560	32	128	
-1	816	2720	16	32	
-1	832	3184	16	96	
-1	960	3216	64	64	
-1	704	3312	320	16	
-1	1280	1408	48	64	
-1	1792	1456	80	32	
-1	1792	1488	96	32	
-1	1792	1520	64	32	
-1	1280	1552	32	288	
-1	1792	1552	32	96	
-1	1792	1648	96	96	
-1	1504	1856	32	128	
-1	1280	1888	208	32	
-1	1840	1904	208	16	
-1	3088	1936	256	16	
-1	3328	1952	16	160	
-1	1280	2000	32	32	
-1	1504	2000	32	32	
-1	1280	2032	64	16	
-1	1216	2336	64	16	
-1	960	2544	64	16	
-1	992	2784	32	144	
-1	800	2848	48	32	
-1	816	3008	16	32	
-1	992	3024	32	160	
-1	704	3296	64	16	
-1	1632	1296	160	32	
-1	1568	1328	416	32	
-1	1536	1360	288	32	
-1	1504	1392	480	16	
-1	2000	1392	16	48	
-1	1344	1408	640	16	
-1	1904	1488	112	32	
-1	1472	1536	64	64	
-1	1888	1584	32	16	
-1	1952	1584	32	16	
-1	1344	1600	192	48	
-1	1328	1648	208	32	
-1	1904	1648	16	64	
-1	2000	1744	32	16	
-1	1472	1776	64	32	
-1	1440	1808	96	32	
-1	1904	1824	32	16	
-1	2000	1824	32	16	
-1	1408	1840	128	16	
-1	1840	1888	80	16	
-1	1472	1984	64	16	
-1	2304	1984	800	32	
-1	1408	2016	32	16	
-1	1360	2032	16	16	
-1	1472	2032	64	16	
-1	2208	2080	912	32	
-1	1376	2224	16	32	
-1	1424	2224	112	32	
-1	1040	2272	32	16	
-1	1120	2288	64	32	
-1	1216	2304	32	32	
-1	1376	2304	48	16	
-1	1088	2320	96	32	
-1	1456	2320	80	32	
-1	960	2352	224	16	
-1	832	2368	352	16	
-1	816	2480	80	16	
-1	816	2528	16	16	
-1	848	2528	176	16	
-1	816	2608	64	32	
-1	912	2608	64	32	
-1	960	2688	64	32	
-1	928	2720	96	64	
-1	896	2752	16	32	
-1	800	2816	32	32	
-1	896	2848	80	32	
-1	928	2928	96	32	
-1	896	2960	128	32	
-1	864	2992	160	32	
-1	768	3088	160	32	
-1	960	3088	16	64	
-1	864	3184	16	32	
-1	912	3184	112	32	
-1	0	3216	80	16	
-1	96	3216	64	16	
-1	176	3216	16	16	
-1	224	3216	112	16	
-1	352	3216	64	16	
-1	432	3216	16	16	
-1	480	3216	32	16	
-1	528	3232	32	16	
-1	608	3248	64	32	
-1	704	3264	32	32	
-1	864	3264	48	16	
-1	576	3280	96	32	
-1	944	3280	80	32	
-1	0	3312	672	16	
1	337	3181	16	20	0	3120	1024	208	
1	457	3245	16	20	0	3120	1024	208	
1	585	3207	16	20	0	3120	1024	208	
2	817	3184	15	16	560	3120	464	208	
2	944	3233	15	16	560	3120	464	208	
2	977	3026	15	16	768	2880	256	240	
2	880	2961	15	16	768	2880	256	240	
2	913	2928	15	16	768	2880	256	240	
102	833	2816	15	16	768	2640	256	240	
2	881	2751	15	16	768	2640	256	240	
2	945	2689	15	16	768	2640	256	240	
102	881	2608	15	16	768	2400	256	240	
2	945	2480	15	16	768	2400	256	240	
2	913	2435	15	16	768	2400	256	240	
-5	897	2336	16	20	
-5	912	2336	16	20	
-5	897	2336	16	20	
-5	912	2336	16	20	
4	1106	2304	14	19	1005	2221	210	182	
4	1137	2272	14	19	996	2212	219	201	
5	1344	2321	16	16	1216	2224	320	160	
5	1376	2257	16	16	1216	2224	320	176	
5	1456	2288	16	16	1216	2224	320	184	
5	1360	2049	16	16	1280	1962	256	202	
5	1486	2048	16	16	1269	1962	266	202	
5	1312	2016	16	16	1269	1962	266	202	
5	1456	1984	16	16	1269	1962	266	202	
5	1488	1857	16	16	1269	1706	277	213	
5	1391	1839	16	16	1269	1706	277	213	
5	1456	1777	16	16	1269	1696	277	224	
5	1486	1742	16	16	1269	1696	277	224	
5	1328	1552	16	16	1280	1450	277	234	
5	1312	1600	16	16	1269	1450	288	234	
5	1456	1568	16	16	1269	1450	288	234	
5	1312	1505	16	16	1269	1450	288	234	
5	1473	1520	16	16	1269	1450	288	234	
